"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"164","Soccer - Non Regulation","03/03/2022 05:00:00 PM","03/03/2022 09:00:00 PM","Sport - Youth","Queens","College Point Fields: Soccer-01"
"165","Soccer -Regulation","03/12/2022 05:00:00 PM","03/12/2022 08:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"166","Mobile COVID-19 Test Site","03/01/2022 08:00:00 AM","03/01/2022 07:00:00 PM","Special Event","Bronx","St. James Park: St. James Park"
"167","Covid 19 testing for the public","02/16/2022 07:00:00 AM","02/16/2022 07:00:00 PM","Special Event","Bronx","Stars & Stripes Playground: Stars & Stripes Playground"
"168","Mobile COVID-19 Test Site","03/06/2022 08:00:00 AM","03/06/2022 07:00:00 PM","Special Event","Bronx","St. James Park: St. James Park"
"169","Soccer - Non Regulation","03/10/2022 07:00:00 PM","03/10/2022 08:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"170","Soccer - Non Regulation","03/12/2022 04:00:00 PM","03/12/2022 06:30:00 PM","Sport - Youth","Brooklyn","Hamilton Metz Field: Soccer-01"
"171","Soccer -Regulation","03/13/2022 08:00:00 AM","03/13/2022 02:30:00 PM","Sport - Adult","Queens","Addabbo Park: Pals Oval-Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02"
"172","Soccer -Regulation","03/03/2022 09:00:00 AM","03/03/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01"
"173","PS58 Lunch and Recess","02/14/2022 11:00:00 AM","02/14/2022 01:00:00 PM","Special Event","Brooklyn","Carroll Park: Softball-01"
"174","Miscellaneous","06/14/2022 09:00:00 AM","06/14/2022 02:00:00 PM","Special Event","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75"
"175","Soccer - Non Regulation","03/03/2022 03:00:00 PM","03/03/2022 07:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"176","Soccer - Non Regulation","03/03/2022 10:00:00 AM","03/03/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"177","Covid 19 testing for the public","02/19/2022 07:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Manhattan","Mitchell Square: Mitchel Square"
"178","Outdoor Learning Application-PS 132-DOE","03/03/2022 08:30:00 AM","03/03/2022 02:00:00 PM","Special Event","Brooklyn","Cooper Park: Center Oval Lawn"
"179","Outdoor learning-12X458-DOE","03/03/2022 10:00:00 AM","03/03/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"180","Mobile COVID-19 Test Site","03/02/2022 10:00:00 AM","03/02/2022 07:00:00 PM","Special Event","Staten Island","Conference House Park: Beach Page Ave Conference House Park"
"181","Soccer -Regulation","03/03/2022 08:00:00 AM","03/03/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01"
"182","Soccer -Regulation","03/03/2022 08:00:00 AM","03/03/2022 08:00:00 PM","Sport - Youth","Queens","St. Michael's Playground: Soccer-01"
"183","Soccer - Non Regulation","03/07/2022 05:00:00 PM","03/07/2022 09:00:00 PM","Sport - Youth","Queens","College Point Fields: Soccer-01"
"184","Covid 19 testing for the public","02/14/2022 07:00:00 AM","02/14/2022 07:00:00 PM","Special Event","Queens","Alley Pond Park: Parking Lot 01 - Springfield"
"185","Soccer - Non Regulation","03/12/2022 06:00:00 AM","03/12/2022 11:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01"
"186","Norwegian Foot March","03/12/2022 09:00:00 AM","03/12/2022 03:00:00 PM","Athletic - Charitable","Manhattan","WEST MAIN ST between WEST LOOP RD and WEST RD,  EAST ROAD between MAIN ST and EAST MAIN ST,  SOUTH LOOP ROAD between EAST LOOP ROAD and WEST LOOP ROAD, Roosevelt Island Bridge: Roosevelt Island Bridge Roosevelt Island Bridge"
"187","Brooklyn Kids Prep School Outdoor Learning","03/11/2022 03:00:00 PM","03/11/2022 09:00:00 PM","Special Event","Brooklyn","Marine Park: Lawn (Fillmore Avenue)"
"188","Soccer - Non Regulation","03/12/2022 11:00:00 AM","03/12/2022 01:00:00 PM","Sport - Adult","Manhattan","William F. Passannante Ballfield: Softball-01"
"189","Celebration","05/12/2022 05:30:00 PM","05/12/2022 07:30:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"190","Picnic House","08/14/2022 12:00:00 PM","08/14/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"191","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01"
"192","Outdoor Learning - PS149Q - DOE","03/01/2022 08:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Queens","Northern Playground: Northern Playground"
"193","Football Ã¢â¬â Flag Football","02/28/2022 08:00:00 PM","02/28/2022 10:00:00 PM","Sport - Adult","Staten Island","Gen. Douglas MacArthur Park: Multi-Use Field-01"
"194","Soccer - Non Regulation","03/12/2022 09:00:00 AM","03/12/2022 10:00:00 PM","Sport - Adult","Queens","Astoria Park: Soccer-01"
"195","Lacrosse","03/14/2022 02:00:00 PM","03/14/2022 09:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fiel"
"196","Soccer -Regulation","02/28/2022 06:00:00 PM","02/28/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01"
"197","Mobile COVID-19 Test Site","02/18/2022 08:00:00 AM","02/18/2022 06:00:00 PM","Special Event","Bronx","Rienzi Playground: Rienzi Playground"
"198","Soccer - Non Regulation","03/01/2022 04:00:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Manhattan","Peter's Field: Soccer-01"
"199","East Meadow Winter Closure 11-1-21 thru 4-2-22","03/14/2022 12:00:00 AM","03/14/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East Meadow ,Central Park: East Meadow Picnic Zone ,Central Park: East Meadow Clay Area ,Central Park: East Meadow North Lawn"
"200","Permitted Film Event","02/03/2022 06:00:00 AM","03/03/2022 01:00:00 PM","Theater Load in and Load Outs","Manhattan","Second Stage Theatre: 305 West 43rd Street"
"201","Baseball - 13 and Older (Little League)","03/14/2022 03:30:00 PM","03/14/2022 06:00:00 PM","Sport - Youth","Manhattan","East River Park: Baseball-06"
"202","Dana Discovery Lawn Winter Closure Oct. 31, 2021 - May 7, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dana Discovery Center Lawn"
"203","Soccer -Regulation","03/01/2022 04:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"204","Miscellaneous","03/01/2022 09:00:00 AM","03/01/2022 05:30:00 PM","Sport - Youth","Bronx","P.S. 29 Ball Field: Softball-01"
"205","Soccer -Regulation","03/01/2022 07:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E"
"206","Soccer - Non Regulation","03/01/2022 12:30:00 PM","03/01/2022 04:00:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"207","Miscellaneous","03/01/2022 10:00:00 AM","03/01/2022 06:00:00 PM","Sport - Youth","Bronx","Williamsbridge Oval: Soccer-01"
"208","Frisbee","02/28/2022 07:00:00 PM","02/28/2022 09:00:00 PM","Sport - Adult","Manhattan","Harlem River Park: Soccer-01"
"209","Soccer -Regulation","03/01/2022 04:00:00 PM","03/01/2022 08:00:00 PM","Sport - Youth","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,James J Walker Park: Soccer-01 ,De Witt Clinton Park: Soccer-01 ,Harlem River Park: Soccer-01"
"210","Outdoor learning-12X458-DOE","03/01/2022 10:00:00 AM","03/01/2022 02:00:00 PM","Special Event","Bronx","Rock Garden Park: Rock Garden Park"
"211","Hockey","03/01/2022 09:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Brooklyn","Rappaport Playground: Hockey-01"
"212","Lawn Closure of Oval lawn","03/01/2022 12:00:00 AM","03/01/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Oval Lawn"
"213","Mobile COVID-19 Test Site","02/19/2022 08:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Queens","Queens Valley Playground (PS 164): Field Day"
"214","Outdoor Learning - German School Brooklyn - Private","02/23/2022 11:00:00 AM","02/23/2022 02:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Softball-02"
"215","Bed-Stuy Link-Up 2022 - July","07/09/2022 03:00:00 PM","07/09/2022 07:00:00 PM","Special Event","Brooklyn","Classon Playground: Recreation Area-Playground"
"216","Jennifer's Playground Afterschool","03/08/2022 03:00:00 PM","03/08/2022 06:00:00 PM","Special Event","Staten Island","Jennifer's Playground: Jennifer's Playground - Whole Park"
"217","Celebration","05/18/2022 10:00:00 AM","05/18/2022 12:00:00 PM","Special Event","Manhattan","Central Park: Dene Lawn"
"218","Celebration","06/05/2022 12:00:00 PM","06/05/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Cherry Hill"
"219","Covid 19 testing site","02/21/2022 07:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Bronx","Poe Park: Permit Area 1 - Paved Oval"
"220","COVID 19 Testing and Vaccines","02/20/2022 09:00:00 AM","02/20/2022 05:00:00 PM","Special Event","Bronx","Matthews Muliner Playground: Matthews Muliner Playground"
"221","Outdoor Learning - PS 184 Flushing Manor","03/01/2022 07:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Queens","Playground Twenty One: Playground Twenty One"
"222","Soccer - Non Regulation","03/01/2022 03:30:00 PM","03/01/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"223","Soccer -Regulation","02/15/2022 04:00:00 PM","02/15/2022 08:00:00 PM","Sport - Youth","Manhattan","De Witt Clinton Park: Soccer-01 ,Harlem River Park: Soccer-01 ,James J Walker Park: Soccer-01 ,Riverside Park: 101st St-Soccer-04 C"
"224","Outdoor Learning","03/01/2022 07:20:00 AM","03/01/2022 01:40:00 PM","Special Event","Queens","Vito Locascio Field / Loring Field: Vito Locascio Field (Loring)"
"225","Outdoor learning-12X458-DOE","03/01/2022 10:00:00 AM","03/01/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"226","Council Member Riley's District 12 Skate Night","06/17/2022 04:00:00 PM","06/17/2022 07:30:00 PM","Special Event","Bronx","Haffen Park: Stage Area ,Haffen Park: Tennis-01"
"227","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-3"
"228","Football - Youth","03/08/2022 10:00:00 AM","03/08/2022 07:30:00 PM","Sport - Youth","Brooklyn","Betsy Head Park: Football-02"
"229","Football - Youth","03/12/2022 10:00:00 AM","03/12/2022 06:00:00 PM","Sport - Youth","Bronx","Pelham Bay Park: Aileen B Ryan-Football-01"
"230","East Meadow Winter Closure 11-1-21 thru 4-2-22","03/08/2022 12:00:00 AM","03/08/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East Meadow ,Central Park: East Meadow Picnic Zone ,Central Park: East Meadow Clay Area ,Central Park: East Meadow North Lawn"
"231","Soccer - Non Regulation","02/17/2022 03:00:00 PM","02/17/2022 06:00:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"232","Soccer -Regulation","03/01/2022 04:30:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"233","Soccer - Non Regulation","03/08/2022 08:00:00 AM","03/08/2022 08:00:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"234","Soccer - Non Regulation","02/25/2022 07:00:00 PM","02/25/2022 09:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"235","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01 ,Kaiser Park: Football-01"
"236","Dana Discovery Lawn Winter Closure Oct. 31, 2021 - May 7, 2022","02/24/2022 12:00:00 AM","02/24/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dana Discovery Center Lawn"
"237","Basketball","03/01/2022 11:00:00 AM","03/01/2022 01:00:00 PM","Sport - Youth","Bronx","Walton Park: Basketball-01"
"238","Soccer - Non Regulation","03/01/2022 03:30:00 PM","03/01/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"239","Soccer - Non Regulation","03/01/2022 06:00:00 AM","03/01/2022 11:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01"
"240","Outside learning","03/01/2022 08:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Bronx","Hunts Point Riverside Park: Hunts Point Riverside Park"
"241","Shynefest","08/13/2022 01:00:00 PM","08/13/2022 07:00:00 PM","Special Event","Queens","Rockaway Beach Boardwalk: Hockey-01"
"242","Frisbee","03/07/2022 06:00:00 PM","03/07/2022 10:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"243","Miscellaneous","03/11/2022 09:00:00 AM","03/11/2022 05:30:00 PM","Sport - Youth","Bronx","P.S. 29 Ball Field: Softball-01"
"244","Soccer - Non Regulation","03/13/2022 01:00:00 PM","03/13/2022 02:30:00 PM","Sport - Adult","Queens","Murray Playground: Soccer-01"
"245","Picnic","06/26/2022 12:00:00 PM","06/26/2022 03:00:00 PM","Special Event","Manhattan","Central Park: Heckscher Playground Lawns"
"246","Soccer - Non Regulation","03/13/2022 11:00:00 AM","03/13/2022 01:00:00 PM","Sport - Adult","Brooklyn","Ericsson Playground (JHS 126): Multi Purpose Play Area-01"
"247","Soccer - Non Regulation","03/13/2022 09:00:00 AM","03/13/2022 02:00:00 PM","Sport - Youth","Brooklyn","West Playground: Soccer-01"
"248","Frisbee","02/28/2022 06:00:00 PM","02/28/2022 10:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"249","Soccer - Non Regulation","02/28/2022 07:30:00 PM","02/28/2022 09:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75"
"250","Soccer -Regulation","03/01/2022 09:00:00 AM","03/01/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01"
"251","Soccer - Non Regulation","03/06/2022 11:00:00 AM","03/06/2022 03:00:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-01"
"252","Soccer - Non Regulation","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Manhattan","Chelsea Park: Soccer-01 ,Corlears Hook Park: Soccer-01"
"253","Soccer -Regulation","03/01/2022 09:00:00 AM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83"
"254","House On The Beach","07/17/2022 02:00:00 PM","07/17/2022 09:00:00 PM","Special Event","Queens","Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space ,Beach 17 Playground (O'Donohue Park): BBQ Area Orange"
"255","Softball (Little league)","03/01/2022 03:30:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Brooklyn","Van Voorhees Playground: Softball-01"
"256","Soccer - Non Regulation","03/08/2022 08:00:00 AM","03/08/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-2"
"257","Soccer - Non Regulation","02/23/2022 01:00:00 PM","02/23/2022 09:00:00 PM","Sport - Youth","Staten Island","Bloomingdale Park: Youth Soccer-01 ,Freshkills Park: Owl Hollow-Soccer-3"
"258","Football - Youth","03/11/2022 02:00:00 PM","03/11/2022 10:00:00 PM","Sport - Youth","Bronx","Macombs Dam Park: Soccer-01"
"259","Soccer - Non Regulation","02/28/2022 06:00:00 PM","02/28/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"260","Soccer - Non Regulation","03/01/2022 03:30:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Queens","Kennedy Playground /Raymond O'Connor: Soccer-01"
"261","Union Square Greenmarket","03/12/2022 08:00:00 AM","03/12/2022 07:00:00 PM","Special Event","Manhattan","Union Square Park: North Plaza ,Union Square Park: South Plaza ,Union Square Park: West Plaza"
"262","Soccer - Non Regulation","02/28/2022 07:00:00 PM","02/28/2022 09:00:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01"
"263","Soccer -Regulation","03/08/2022 08:00:00 AM","03/08/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"264","OUTDOOR LEARNING TEST APPLICATION","03/03/2022 09:55:00 AM","03/03/2022 02:00:00 PM","Special Event","Queens","Playground Ninety: Playground Ninety - Lawn"
"265","East Green Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East 72nd Street Playground Lawns"
"266","Softball - Adults","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Queens","Queensbridge Park: Softball-03"
"267","Party","05/21/2022 12:00:00 PM","05/21/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Johnson Playground Lawns"
"268","Football - Adults","03/01/2022 06:00:00 AM","03/01/2022 11:30:00 PM","Sport - Adult","Queens","Brookville Park: Football-01"
