"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"162","Permitted Film Event","02/03/2022 06:00:00 AM","03/03/2022 01:00:00 PM","Theater Load in and Load Outs","Manhattan","Second Stage Theatre: 305 West 43rd Street"
"163","Dana Discovery Lawn Winter Closure Oct. 31, 2021 - May 7, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dana Discovery Center Lawn"
"164","Soccer -Regulation","03/01/2022 04:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"165","Miscellaneous","03/01/2022 09:00:00 AM","03/01/2022 05:30:00 PM","Sport - Youth","Bronx","P.S. 29 Ball Field: Softball-01"
"166","Soccer -Regulation","03/01/2022 07:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E"
"167","Soccer - Non Regulation","03/01/2022 12:30:00 PM","03/01/2022 04:00:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"168","Soccer -Regulation","03/12/2022 05:00:00 PM","03/12/2022 08:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"169","Miscellaneous","03/01/2022 10:00:00 AM","03/01/2022 06:00:00 PM","Sport - Youth","Bronx","Williamsbridge Oval: Soccer-01"
"170","Frisbee","02/28/2022 07:00:00 PM","02/28/2022 09:00:00 PM","Sport - Adult","Manhattan","Harlem River Park: Soccer-01"
"171","Soccer -Regulation","03/01/2022 04:00:00 PM","03/01/2022 08:00:00 PM","Sport - Youth","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,James J Walker Park: Soccer-01 ,De Witt Clinton Park: Soccer-01 ,Harlem River Park: Soccer-01"
"172","Outdoor learning-12X458-DOE","03/01/2022 10:00:00 AM","03/01/2022 02:00:00 PM","Special Event","Bronx","Rock Garden Park: Rock Garden Park"
"173","Hockey","03/01/2022 09:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Brooklyn","Rappaport Playground: Hockey-01"
"174","Soccer - Non Regulation","03/10/2022 07:00:00 PM","03/10/2022 08:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"175","Lawn Closure of Oval lawn","03/01/2022 12:00:00 AM","03/01/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Oval Lawn"
"176","Outdoor Learning - PS 184 Flushing Manor","03/01/2022 07:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Queens","Playground Twenty One: Playground Twenty One"
"177","Soccer - Non Regulation","03/01/2022 03:30:00 PM","03/01/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"178","Outdoor Learning","03/01/2022 07:20:00 AM","03/01/2022 01:40:00 PM","Special Event","Queens","Vito Locascio Field / Loring Field: Vito Locascio Field (Loring)"
"179","Picnic House","08/14/2022 12:00:00 PM","08/14/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"180","Outdoor learning-12X458-DOE","03/01/2022 10:00:00 AM","03/01/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"181","Outdoor learning-12X458-DOE","03/07/2022 10:00:00 AM","03/07/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"182","Soccer - Non Regulation","03/12/2022 04:00:00 PM","03/12/2022 06:30:00 PM","Sport - Youth","Brooklyn","Hamilton Metz Field: Soccer-01"
"183","Soccer -Regulation","03/13/2022 08:00:00 AM","03/13/2022 02:30:00 PM","Sport - Adult","Queens","Addabbo Park: Pals Oval-Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02"
"184","PS58 Lunch and Recess","02/14/2022 11:00:00 AM","02/14/2022 01:00:00 PM","Special Event","Brooklyn","Carroll Park: Softball-01"
"185","Frisbee","03/07/2022 06:00:00 PM","03/07/2022 10:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"186","Soccer - Non Regulation","03/12/2022 06:00:00 AM","03/12/2022 11:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01"
"187","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-3"
"188","Soccer -Regulation","03/01/2022 04:30:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83"
"189","Norwegian Foot March","03/12/2022 09:00:00 AM","03/12/2022 03:00:00 PM","Athletic - Charitable","Manhattan","WEST MAIN ST between WEST LOOP RD and WEST RD,  EAST ROAD between MAIN ST and EAST MAIN ST,  SOUTH LOOP ROAD between EAST LOOP ROAD and WEST LOOP ROAD, Roosevelt Island Bridge: Roosevelt Island Bridge Roosevelt Island Bridge"
"190","Brooklyn Kids Prep School Outdoor Learning","03/11/2022 03:00:00 PM","03/11/2022 09:00:00 PM","Special Event","Brooklyn","Marine Park: Lawn (Fillmore Avenue)"
"191","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01 ,Kaiser Park: Football-01"
"192","Basketball","03/01/2022 11:00:00 AM","03/01/2022 01:00:00 PM","Sport - Youth","Bronx","Walton Park: Basketball-01"
"193","Soccer - Non Regulation","03/01/2022 03:30:00 PM","03/01/2022 05:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"194","Mobile COVID-19 Test Site","03/06/2022 08:00:00 AM","03/06/2022 07:00:00 PM","Special Event","Bronx","St. James Park: St. James Park"
"195","Soccer - Non Regulation","03/01/2022 06:00:00 AM","03/01/2022 11:00:00 PM","Sport - Adult","Queens","Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01"
"196","Soccer - Non Regulation","03/12/2022 11:00:00 AM","03/12/2022 01:00:00 PM","Sport - Adult","Manhattan","William F. Passannante Ballfield: Softball-01"
"197","Miscellaneous","06/14/2022 09:00:00 AM","06/14/2022 02:00:00 PM","Special Event","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75"
"198","Soccer - Non Regulation","02/17/2022 06:00:00 PM","02/17/2022 11:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"199","Outside learning","03/01/2022 08:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Bronx","Hunts Point Riverside Park: Hunts Point Riverside Park"
"200","Hockey","02/21/2022 03:00:00 PM","02/21/2022 06:00:00 PM","Sport - Adult","Manhattan","Carl Schurz Park: Hockey-01"
"201","Shynefest","08/13/2022 01:00:00 PM","08/13/2022 07:00:00 PM","Special Event","Queens","Rockaway Beach Boardwalk: Hockey-01"
"202","Frisbee","02/28/2022 06:00:00 PM","02/28/2022 10:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"203","Soccer - Non Regulation","02/28/2022 07:30:00 PM","02/28/2022 09:30:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75"
"204","Soccer -Regulation","03/01/2022 09:00:00 AM","03/01/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01"
"205","Soccer - Non Regulation","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Manhattan","Chelsea Park: Soccer-01 ,Corlears Hook Park: Soccer-01"
"206","Soccer - Non Regulation","03/08/2022 08:00:00 AM","03/08/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-2"
"207","WORKS Opening Day Parade","04/09/2022 03:00:00 PM","04/09/2022 04:00:00 PM","Special Event","Queens","Forest Park: Bandshell and Seating"
"208","Soccer -Regulation","03/08/2022 08:00:00 AM","03/08/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"209","Soccer -Regulation","03/01/2022 09:00:00 AM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83"
"210","Lacrosse","03/14/2022 02:00:00 PM","03/14/2022 09:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Soccer-10 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fiel"
"211","Movies Under the Stars","05/28/2022 07:00:00 PM","05/28/2022 09:00:00 PM","Special Event","Manhattan","Thomas Jefferson Park: Softball-02 ,Thomas Jefferson Park: Softball-03"
"212","Softball (Little league)","03/01/2022 03:30:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Brooklyn","Van Voorhees Playground: Softball-01"
"213","Mobile COVID-19 Test Site","02/18/2022 08:00:00 AM","02/18/2022 06:00:00 PM","Special Event","Bronx","Rienzi Playground: Rienzi Playground"
"214","Soccer - Non Regulation","03/12/2022 09:00:00 AM","03/12/2022 10:00:00 PM","Sport - Adult","Queens","Astoria Park: Soccer-01"
"215","Soccer - Non Regulation","02/28/2022 06:00:00 PM","02/28/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"216","Soccer - Non Regulation","03/01/2022 03:30:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Queens","Kennedy Playground /Raymond O'Connor: Soccer-01"
"217","Soccer - Non Regulation","02/28/2022 07:00:00 PM","02/28/2022 09:00:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01"
"218","East Green Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: East 72nd Street Playground Lawns"
"219","Softball - Adults","03/01/2022 03:00:00 PM","03/01/2022 06:00:00 PM","Sport - Youth","Queens","Queensbridge Park: Softball-03"
"220","Football - Adults","03/01/2022 06:00:00 AM","03/01/2022 11:30:00 PM","Sport - Adult","Queens","Brookville Park: Football-01"
"221","Football - Youth","03/12/2022 10:00:00 AM","03/12/2022 06:00:00 PM","Sport - Youth","Bronx","Pelham Bay Park: Aileen B Ryan-Football-01"
"222","Soccer - Non Regulation","03/01/2022 09:00:00 AM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","De Witt Clinton Park: Soccer-01"
"223","NPS.OutdoorLearningschools.nyc.gov","03/01/2022 08:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Queens","Travers Park: Performance Area"
"224","Miscellaneous","03/11/2022 09:00:00 AM","03/11/2022 05:30:00 PM","Sport - Youth","Bronx","P.S. 29 Ball Field: Softball-01"
"225","Track and Field","03/01/2022 08:00:00 AM","03/01/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"226","Frisbee","02/26/2022 10:00:00 AM","02/26/2022 06:00:00 PM","Sport - Adult","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,Riverside Park: 103rd St-Soccer-02 D"
"227","Soccer - Non Regulation","03/13/2022 01:00:00 PM","03/13/2022 02:30:00 PM","Sport - Adult","Queens","Murray Playground: Soccer-01"
"228","Soccer - Non Regulation","03/01/2022 04:00:00 PM","03/01/2022 08:30:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"229","Soccer - Non Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Youth","Staten Island","Freshkills Park: Owl Hollow-Soccer-1"
"230","Outdoor Learning - Brooklyn International High School","03/01/2022 09:00:00 AM","03/01/2022 03:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Multi Purpose Play Area-01"
"231","Picnic","06/26/2022 12:00:00 PM","06/26/2022 03:00:00 PM","Special Event","Manhattan","Central Park: Heckscher Playground Lawns"
"232","Lawn Closure of Magnolia Lawn","03/01/2022 12:00:00 AM","03/01/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Magnolia Lawn"
"233","Soccer - Non Regulation","02/24/2022 03:00:00 PM","02/24/2022 05:30:00 PM","Sport - Youth","Manhattan","Eugene McCabe Field: Soccer-01"
"234","Lacrosse","03/01/2022 04:30:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: Wards Meadow Fields-Soccer-72"
"235","ELITE RUN","07/22/2022 07:00:00 PM","07/22/2022 08:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 116th Street Island"
"236","Celebration","05/05/2022 01:00:00 PM","05/05/2022 03:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"237","Soccer - Non Regulation","03/03/2022 05:00:00 PM","03/03/2022 09:00:00 PM","Sport - Youth","Queens","College Point Fields: Soccer-01"
"238","Basketball","03/01/2022 09:00:00 AM","03/01/2022 05:00:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-01 ,JHS 51 JOP: Basketball-02 ,JHS 51 JOP: Basketball-03"
"239","Soccer - Non Regulation","02/28/2022 06:00:00 PM","02/28/2022 08:00:00 PM","Sport - Adult","Manhattan","East River Park: Soccer-02 Grand Street"
"240","Soccer -Regulation","03/01/2022 08:00:00 AM","03/01/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73"
"241","Soccer - Non Regulation","03/01/2022 04:00:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"242","Covid 19 testing for the public","02/18/2022 07:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Queens","Louis Armstrong Playground: Louis Armstrong Playground"
"243","Soccer - Non Regulation","03/13/2022 11:00:00 AM","03/13/2022 01:00:00 PM","Sport - Adult","Brooklyn","Ericsson Playground (JHS 126): Multi Purpose Play Area-01"
"244","Soccer - Non Regulation","03/13/2022 09:00:00 AM","03/13/2022 02:00:00 PM","Sport - Youth","Brooklyn","West Playground: Soccer-01"
"245","Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022","03/01/2022 12:00:00 AM","03/01/2022 11:59:00 PM","Special Event","Manhattan","Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C"
"246","Soccer -Regulation","03/01/2022 09:00:00 AM","03/01/2022 08:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-85"
"247","Miscellaneous","03/01/2022 02:30:00 PM","03/01/2022 05:30:00 PM","Sport - Youth","Brooklyn","Ten Eyck Playground (PS 196): Multi Purpose Play Area-01 ,Ten Eyck Playground (PS 196): Basketball-01"
"248","Football - Youth","03/11/2022 02:00:00 PM","03/11/2022 10:00:00 PM","Sport - Youth","Bronx","Macombs Dam Park: Soccer-01"
"249","Union Square Greenmarket","03/12/2022 08:00:00 AM","03/12/2022 07:00:00 PM","Special Event","Manhattan","Union Square Park: North Plaza ,Union Square Park: South Plaza ,Union Square Park: West Plaza"
"250","Soccer - Non Regulation","03/01/2022 12:00:00 PM","03/01/2022 07:00:00 PM","Sport - Youth","Brooklyn","McCarren Park: Soccer-01 ,Sternberg Park (Lindsey Park): Football-01 ,Washington Park (MS 51): Soccer-01B"
"251","Soccer -Regulation","03/13/2022 09:00:00 AM","03/13/2022 12:00:00 PM","Sport - Adult","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E"
"252","Outdoor Learning - LLS","03/01/2022 08:30:00 AM","03/01/2022 02:30:00 PM","Special Event","Brooklyn","Fort Greene Park: Mrytle and Washington Park Entrance"
"253","Soccer - Non Regulation","03/01/2022 08:00:00 AM","03/01/2022 05:00:00 PM","Sport - Youth","Brooklyn","Bill Brown Playground: Soccer-01"
"254","Celebration","05/18/2022 01:00:00 PM","05/18/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Cherry Hill"
"255","Soccer - Non Regulation","03/06/2022 11:00:00 AM","03/06/2022 03:00:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-01"
"256","Covid 19 testing for the public","02/16/2022 07:00:00 AM","02/16/2022 07:00:00 PM","Special Event","Bronx","Stars & Stripes Playground: Stars & Stripes Playground"
"257","Mobile COVID-19 Test Site","02/25/2022 08:00:00 AM","02/25/2022 07:00:00 PM","Special Event","Queens","Phil ''Scooter'' Rizzuto Park / Smokey Oval: Phil ''Scooter'' Rizzuto Park"
"258","Mobile COVID-19 Test Site","02/19/2022 08:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Queens","Park Of The Americas / Linden Park: Linden Park"
"259","Soccer - Non Regulation","03/06/2022 06:00:00 PM","03/06/2022 08:00:00 PM","Sport - Adult","Brooklyn","Calvert Vaux Park: Soccer-01"
"260","Bed-Stuy Link-Up 2022 - July","07/09/2022 03:00:00 PM","07/09/2022 07:00:00 PM","Special Event","Brooklyn","Classon Playground: Recreation Area-Playground"
"261","Locals Surf School","03/11/2022 09:00:00 AM","03/11/2022 01:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"262","Mobile COVID-19 Test Site","02/21/2022 08:00:00 AM","02/21/2022 07:00:00 PM","Special Event","Queens","Hart Playground: Hart Playground"
"263","Celebration","08/08/2022 08:00:00 AM","08/08/2022 10:00:00 AM","Special Event","Manhattan","Central Park: Bethesda Fountain Terrace"
